Table 8. Life expectancy in Scotland's council areas split by deprivation quintile 2014-2018,,,,,,,,,
,,,,,,,,,
Council area,SIMD quintile (SIMD 2016),Sex,Age band,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),,,
North Ayrshire,5,female,25 to 29,60.28486,59.56056,61.00915,,,
North Ayrshire,5,female,30 to 34,55.28486,54.56056,56.00915,,,
North Ayrshire,5,female,35 to 39,50.28486,49.56056,51.00915,,,
North Ayrshire,5,female,40 to 44,45.50014,44.81477,46.1855,,,
North Ayrshire,5,female,45 to 49,40.65565,39.99079,41.32052,,,
North Ayrshire,5,female,50 to 54,35.9119,35.27024,36.55356,,,
North Ayrshire,5,female,55 to 59,31.20178,30.58022,31.82335,,,
North Ayrshire,5,female,60 to 64,26.40506,25.79526,27.01485,,,
North Ayrshire,5,female,65 to 69,22.16602,21.59128,22.74075,,,
North Ayrshire,5,female,70 to 74,17.87623,17.32233,18.43012,,,
North Ayrshire,5,female,75 to 79,13.90862,13.37842,14.43882,,,
North Ayrshire,5,female,80 to 84,10.12851,9.62578,10.63124,,,
North Ayrshire,5,female,85 to 89,6.81565,6.31969,7.3116,,,
North Ayrshire,5,female,90+,4.38095,3.78842,4.97349,,,
North Ayrshire,5,male,less than 1,81.02414,80.03994,82.00833,,,
North Ayrshire,5,male,1 to 4,80.02414,79.03994,81.00833,,,
North Ayrshire,5,male,5 to 9,76.02414,75.03994,77.00833,,,
North Ayrshire,5,male,10 to 14,71.02414,70.03994,72.00833,,,
North Ayrshire,5,male,15 to 19,66.02414,65.03994,67.00833,,,
North Ayrshire,5,male,20 to 24,61.02414,60.03994,62.00833,,,
North Ayrshire,5,male,25 to 29,56.18639,55.2255,57.14728,,,
North Ayrshire,5,male,30 to 34,51.38649,50.4629,52.31008,,,
North Ayrshire,5,male,35 to 39,46.82337,45.99669,47.65004,,,
North Ayrshire,5,male,40 to 44,42.05188,41.26242,42.84133,,,
North Ayrshire,5,male,45 to 49,37.31447,36.55407,38.07487,,,
North Ayrshire,5,male,50 to 54,32.70737,31.97469,33.44005,,,
North Ayrshire,5,male,55 to 59,28.37535,27.67919,29.07152,,,
North Ayrshire,5,male,60 to 64,23.75703,23.07792,24.43614,,,
North Ayrshire,5,male,65 to 69,19.49913,18.841,20.15726,,,
North Ayrshire,5,male,70 to 74,15.70383,15.05801,16.34966,,,
North Ayrshire,5,male,75 to 79,12.07195,11.424,12.71989,,,
North Ayrshire,5,male,80 to 84,9.28793,8.61871,9.95714,,,
North Ayrshire,5,male,85 to 89,6.87362,6.10989,7.63734,,,
North Ayrshire,5,male,90+,5.01176,3.9463,6.07723,,,
North Ayrshire,all,female,less than 1,80.18928,79.74984,80.62872,,,
North Ayrshire,all,female,1 to 4,79.53373,79.13428,79.93318,,,
North Ayrshire,all,female,5 to 9,75.5568,75.1598,75.9538,,,
North Ayrshire,all,female,10 to 14,70.5568,70.1598,70.9538,,,
North Ayrshire,all,female,15 to 19,65.61339,65.22126,66.00552,,,
North Ayrshire,all,female,20 to 24,60.74669,60.36476,61.12862,,,
North Ayrshire,all,female,25 to 29,55.85057,55.47579,56.22535,,,
North Ayrshire,all,female,30 to 34,50.99047,50.62488,51.35606,,,
North Ayrshire,all,female,35 to 39,46.17382,45.81969,46.52796,,,
North Ayrshire,all,female,40 to 44,41.45484,41.11674,41.79293,,,
North Ayrshire,all,female,45 to 49,36.83875,36.51739,37.16011,,,
North Ayrshire,all,female,50 to 54,32.20041,31.88994,32.51089,,,
North Ayrshire,all,female,55 to 59,27.70528,27.40659,28.00397,,,
North Ayrshire,all,female,60 to 64,23.40822,23.12412,23.69232,,,
North Ayrshire,all,female,65 to 69,19.35554,19.08842,19.62265,,,
North Ayrshire,all,female,70 to 74,15.48137,15.22751,15.73523,,,
North Ayrshire,all,female,75 to 79,11.96583,11.72408,12.20757,,,
North Ayrshire,all,female,80 to 84,8.94712,8.71412,9.18012,,,
North Ayrshire,all,female,85 to 89,6.45853,6.21625,6.70082,,,
North Ayrshire,all,female,90+,4.63251,4.32089,4.94412,,,
North Ayrshire,all,male,less than 1,76.24366,75.76353,76.72379,,,
North Ayrshire,all,male,1 to 4,75.42959,74.9659,75.89329,,,
North Ayrshire,all,male,5 to 9,71.4926,71.03402,71.95118,,,
North Ayrshire,all,male,10 to 14,66.51075,66.05344,66.96807,,,
North Ayrshire,all,male,15 to 19,61.59597,61.14418,62.04775,,,
North Ayrshire,all,male,20 to 24,56.67028,56.22265,57.11791,,,
North Ayrshire,all,male,25 to 29,51.89377,51.45708,52.33046,,,
North Ayrshire,all,male,30 to 34,47.14245,46.71895,47.56596,,,
North Ayrshire,all,male,35 to 39,42.58765,42.18901,42.9863,,,
North Ayrshire,all,male,40 to 44,38.16721,37.79966,38.53476,,,
North Ayrshire,all,male,45 to 49,33.77078,33.4291,34.11247,,,
North Ayrshire,all,male,50 to 54,29.53826,29.21912,29.8574,,,
North Ayrshire,all,male,55 to 59,25.28522,24.98277,25.58767,,,
North Ayrshire,all,male,60 to 64,21.07201,20.78408,21.35994,,,
North Ayrshire,all,male,65 to 69,17.19171,16.92135,17.46207,,,
North Ayrshire,all,male,70 to 74,13.5647,13.30578,13.82362,,,
North Ayrshire,all,male,75 to 79,10.40051,10.14937,10.65166,,,
North Ayrshire,all,male,80 to 84,7.73458,7.48249,7.98667,,,
North Ayrshire,all,male,85 to 89,5.62402,5.3399,5.90813,,,
North Ayrshire,all,male,90+,4.13774,3.71208,4.5634,,,
North Lanarkshire,1,female,less than 1,76.2492,75.59203,76.90637,,,
North Lanarkshire,1,female,1 to 4,75.66668,75.05898,76.27438,,,
North Lanarkshire,1,female,5 to 9,71.66668,71.05898,72.27438,,,
North Lanarkshire,1,female,10 to 14,66.70139,66.09721,67.30558,,,
North Lanarkshire,1,female,15 to 19,61.70139,61.09721,62.30558,,,
North Lanarkshire,1,female,20 to 24,56.76415,56.16562,57.36268,,,
North Lanarkshire,1,female,25 to 29,51.86706,51.27595,52.45816,,,
North Lanarkshire,1,female,30 to 34,47.12318,46.54704,47.69931,,,
North Lanarkshire,1,female,35 to 39,42.45034,41.89136,43.00932,,,
North Lanarkshire,1,female,40 to 44,37.85068,37.31435,38.38702,,,
North Lanarkshire,1,female,45 to 49,33.41466,32.90661,33.92271,,,
North Lanarkshire,1,female,50 to 54,28.98926,28.50166,29.47685,,,
North Lanarkshire,1,female,55 to 59,24.85388,24.39073,25.31702,,,
North Lanarkshire,1,female,60 to 64,20.75432,20.3149,21.19375,,,
North Lanarkshire,1,female,65 to 69,16.86103,16.4491,17.27296,,,
North Lanarkshire,1,female,70 to 74,13.44885,13.0653,13.8324,,,
North Lanarkshire,1,female,75 to 79,10.45345,10.09494,10.81195,,,
North Lanarkshire,1,female,80 to 84,8.01807,7.66662,8.36952,,,
North Lanarkshire,1,female,85 to 89,6.33477,5.94645,6.72309,,,
North Lanarkshire,1,female,90+,4.83228,4.29948,5.36508,,,
North Lanarkshire,1,male,less than 1,70.68845,69.95575,71.42115,,,
North Lanarkshire,1,male,1 to 4,70.21223,69.52372,70.90075,,,
North Lanarkshire,1,male,5 to 9,66.27763,65.59444,66.96081,,,
North Lanarkshire,1,male,10 to 14,61.30859,60.62777,61.9894,,,
North Lanarkshire,1,male,15 to 19,56.3699,55.69369,57.0461,,,
North Lanarkshire,1,male,20 to 24,51.71719,51.06351,52.37087,,,
North Lanarkshire,1,male,25 to 29,46.84864,46.20174,47.49555,,,
North Lanarkshire,1,male,30 to 34,42.22122,41.59219,42.85024,,,
North Lanarkshire,1,male,35 to 39,37.8145,37.21174,38.41725,,,
North Lanarkshire,1,male,40 to 44,33.55975,32.98797,34.13154,,,
North Lanarkshire,1,male,45 to 49,29.6037,29.072,30.1354,,,
North Lanarkshire,1,male,50 to 54,25.768,25.26765,26.26834,,,
North Lanarkshire,1,male,55 to 59,21.83496,21.35553,22.31439,,,
North Lanarkshire,1,male,60 to 64,18.03613,17.57589,18.49637,,,
North Lanarkshire,1,male,65 to 69,14.78599,14.35207,15.2199,,,
North Lanarkshire,1,male,70 to 74,11.94018,11.52278,12.35758,,,
North Lanarkshire,1,male,75 to 79,9.51282,9.10728,9.91837,,,
North Lanarkshire,1,male,80 to 84,7.35729,6.93677,7.77782,,,
North Lanarkshire,1,male,85 to 89,5.54167,5.03409,6.04924,,,
North Lanarkshire,1,male,90+,4.8,3.94117,5.65883,,,
North Lanarkshire,2,female,less than 1,77.75729,77.15773,78.35684,,,
North Lanarkshire,2,female,1 to 4,76.89928,76.32056,77.478,,,
North Lanarkshire,2,female,5 to 9,72.89928,72.32056,73.478,,,
North Lanarkshire,2,female,10 to 14,67.93631,67.36185,68.51077,,,
North Lanarkshire,2,female,15 to 19,63.00597,62.43907,63.57287,,,
North Lanarkshire,2,female,20 to 24,58.09879,57.54084,58.65674,,,
North Lanarkshire,2,female,25 to 29,53.17954,52.62832,53.73077,,,
North Lanarkshire,2,female,30 to 34,48.34047,47.80054,48.8804,,,
North Lanarkshire,2,female,35 to 39,43.52368,42.99502,44.05233,,,
North Lanarkshire,2,female,40 to 44,38.82048,38.30978,39.33117,,,
North Lanarkshire,2,female,45 to 49,34.23633,33.74649,34.72617,,,
North Lanarkshire,2,female,50 to 54,29.9848,29.52213,30.44746,,,
North Lanarkshire,2,female,55 to 59,25.53777,25.0919,25.98363,,,
North Lanarkshire,2,female,60 to 64,21.57523,21.15721,21.99324,,,
North Lanarkshire,2,female,65 to 69,17.79375,17.40647,18.18104,,,
North Lanarkshire,2,female,70 to 74,14.13546,13.77428,14.49663,,,
North Lanarkshire,2,female,75 to 79,10.95338,10.62127,11.28548,,,
North Lanarkshire,2,female,80 to 84,8.2478,7.94078,8.55482,,,
North Lanarkshire,2,female,85 to 89,5.6693,5.3618,5.9768,,,
North Lanarkshire,2,female,90+,3.53115,3.13485,3.92745,,,
North Lanarkshire,2,male,less than 1,72.99647,72.31817,73.67476,,,
North Lanarkshire,2,male,1 to 4,72.36338,71.72543,73.00132,,,
North Lanarkshire,2,male,5 to 9,68.43601,67.8054,69.06662,,,
North Lanarkshire,2,male,10 to 14,63.43601,62.8054,64.06662,,,
North Lanarkshire,2,male,15 to 19,58.46647,57.83837,59.09457,,,
North Lanarkshire,2,male,20 to 24,53.60404,52.98608,54.222,,,
North Lanarkshire,2,male,25 to 29,48.81982,48.21555,49.42409,,,
North Lanarkshire,2,male,30 to 34,44.07715,43.48733,44.66698,,,
North Lanarkshire,2,male,35 to 39,39.51558,38.95012,40.08103,,,
North Lanarkshire,2,male,40 to 44,35.05583,34.52011,35.59156,,,
North Lanarkshire,2,male,45 to 49,30.80043,30.29966,31.3012,,,
North Lanarkshire,2,male,50 to 54,26.74651,26.27701,27.21602,,,
North Lanarkshire,2,male,55 to 59,22.67945,22.23574,23.12316,,,
North Lanarkshire,2,male,60 to 64,18.7951,18.37726,19.21294,,,
North Lanarkshire,2,male,65 to 69,15.30312,14.91792,15.68831,,,
North Lanarkshire,2,male,70 to 74,11.94101,11.57877,12.30325,,,
North Lanarkshire,2,male,75 to 79,8.97663,8.63622,9.31703,,,
North Lanarkshire,2,male,80 to 84,6.67454,6.33914,7.00994,,,
North Lanarkshire,2,male,85 to 89,4.81351,4.44111,5.18591,,,
North Lanarkshire,2,male,90+,3.55034,2.98026,4.12041,,,
North Lanarkshire,3,female,less than 1,79.94289,79.35213,80.53366,,,
North Lanarkshire,3,female,1 to 4,79.0794,78.50817,79.65062,,,
North Lanarkshire,3,female,5 to 9,75.16745,74.60876,75.72614,,,
North Lanarkshire,3,female,10 to 14,70.16745,69.60876,70.72614,,,
North Lanarkshire,3,female,15 to 19,65.2446,64.6956,65.7936,,,
North Lanarkshire,3,female,20 to 24,60.31315,59.77183,60.85446,,,
North Lanarkshire,3,female,25 to 29,55.34305,54.80463,55.88146,,,
North Lanarkshire,3,female,30 to 34,50.41762,49.88509,50.95014,,,
North Lanarkshire,3,female,35 to 39,45.61255,45.09332,46.13179,,,
North Lanarkshire,3,female,40 to 44,40.83656,40.33178,41.34133,,,
North Lanarkshire,3,female,45 to 49,36.10836,35.6191,36.59761,,,
North Lanarkshire,3,female,50 to 54,31.53786,31.06552,32.01019,,,
North Lanarkshire,3,female,55 to 59,27.13014,26.67643,27.58385,,,
North Lanarkshire,3,female,60 to 64,22.81428,22.37953,23.24904,,,
North Lanarkshire,3,female,65 to 69,18.95366,18.54695,19.36036,,,
North Lanarkshire,3,female,70 to 74,15.25606,14.87309,15.63903,,,
North Lanarkshire,3,female,75 to 79,11.84921,11.48542,12.21301,,,
North Lanarkshire,3,female,80 to 84,8.95881,8.60101,9.31661,,,
North Lanarkshire,3,female,85 to 89,6.34822,5.9645,6.73194,,,
North Lanarkshire,3,female,90+,4.5614,4.03182,5.09098,,,
North Lanarkshire,3,male,less than 1,75.83669,75.18662,76.48676,,,
North Lanarkshire,3,male,1 to 4,75.05514,74.43203,75.67825,,,
North Lanarkshire,3,male,5 to 9,71.05514,70.43203,71.67825,,,
North Lanarkshire,3,male,10 to 14,66.05514,65.43203,66.67825,,,
North Lanarkshire,3,male,15 to 19,61.08914,60.46928,61.70901,,,
North Lanarkshire,3,male,20 to 24,56.30312,55.7016,56.90464,,,
North Lanarkshire,3,male,25 to 29,51.46436,50.87504,52.05369,,,
North Lanarkshire,3,male,30 to 34,46.75797,46.18902,47.32693,,,
North Lanarkshire,3,male,35 to 39,41.99108,41.43605,42.54611,,,
North Lanarkshire,3,male,40 to 44,37.34036,36.80583,37.87488,,,
North Lanarkshire,3,male,45 to 49,32.9464,32.44169,33.45111,,,
North Lanarkshire,3,male,50 to 54,28.58089,28.09937,29.06242,,,
North Lanarkshire,3,male,55 to 59,24.4203,23.96228,24.87832,,,
North Lanarkshire,3,male,60 to 64,20.4268,19.99531,20.85829,,,
North Lanarkshire,3,male,65 to 69,16.4944,16.0864,16.90239,,,
North Lanarkshire,3,male,70 to 74,12.9805,12.59196,13.36904,,,
North Lanarkshire,3,male,75 to 79,10.20623,9.83558,10.57688,,,
North Lanarkshire,3,male,80 to 84,7.49169,7.12482,7.85855,,,
North Lanarkshire,3,male,85 to 89,5.33908,4.92238,5.75577,,,
North Lanarkshire,3,male,90+,3.75397,3.09849,4.40945,,,
North Lanarkshire,4,female,less than 1,80.73231,80.20979,81.25484,,,
North Lanarkshire,4,female,1 to 4,79.85754,79.35378,80.36129,,,
North Lanarkshire,4,female,5 to 9,75.85754,75.35378,76.36129,,,
North Lanarkshire,4,female,10 to 14,70.95784,70.46635,71.44933,,,
North Lanarkshire,4,female,15 to 19,65.99152,65.50424,66.4788,,,
North Lanarkshire,4,female,20 to 24,61.02302,60.53942,61.50661,,,
North Lanarkshire,4,female,25 to 29,56.11199,55.63826,56.58572,,,
North Lanarkshire,4,female,30 to 34,51.18513,50.71803,51.65222,,,
North Lanarkshire,4,female,35 to 39,46.30101,45.8421,46.75992,,,
North Lanarkshire,4,female,40 to 44,41.52598,41.0813,41.97065,,,
North Lanarkshire,4,female,45 to 49,36.85668,36.43025,37.28311,,,
North Lanarkshire,4,female,50 to 54,32.13879,31.72407,32.55352,,,
North Lanarkshire,4,female,55 to 59,27.5539,27.15382,27.95398,,,
North Lanarkshire,4,female,60 to 64,23.13072,22.74996,23.51148,,,
North Lanarkshire,4,female,65 to 69,18.8369,18.47821,19.19558,,,
North Lanarkshire,4,female,70 to 74,14.82711,14.49131,15.16291,,,
North Lanarkshire,4,female,75 to 79,11.13858,10.82757,11.4496,,,
North Lanarkshire,4,female,80 to 84,8.09417,7.81097,8.37737,,,
North Lanarkshire,4,female,85 to 89,5.39165,5.11783,5.66547,,,
North Lanarkshire,4,female,90+,3.54474,3.18833,3.90115,,,
North Lanarkshire,4,male,less than 1,76.91121,76.31458,77.50783,,,
North Lanarkshire,4,male,1 to 4,76.10016,75.52552,76.67481,,,
North Lanarkshire,4,male,5 to 9,72.1713,71.60463,72.73798,,,
North Lanarkshire,4,male,10 to 14,67.1713,66.60463,67.73798,,,
North Lanarkshire,4,male,15 to 19,62.20204,61.63831,62.76578,,,
North Lanarkshire,4,male,20 to 24,57.37276,56.82422,57.92131,,,
North Lanarkshire,4,male,25 to 29,52.53273,51.99773,53.06773,,,
North Lanarkshire,4,male,30 to 34,47.7859,47.27172,48.30009,,,
North Lanarkshire,4,male,35 to 39,43.04643,42.54918,43.54369,,,
North Lanarkshire,4,male,40 to 44,38.29893,37.81528,38.78259,,,
North Lanarkshire,4,male,45 to 49,33.74735,33.28503,34.20968,,,
North Lanarkshire,4,male,50 to 54,29.24303,28.79774,29.68832,,,
North Lanarkshire,4,male,55 to 59,24.76131,24.33025,25.19237,,,
North Lanarkshire,4,male,60 to 64,20.54758,20.13717,20.95799,,,
North Lanarkshire,4,male,65 to 69,16.67822,16.29426,17.06218,,,
North Lanarkshire,4,male,70 to 74,13.08428,12.72028,13.44829,,,
North Lanarkshire,4,male,75 to 79,9.83169,9.48695,10.17643,,,
North Lanarkshire,4,male,80 to 84,6.98302,6.64927,7.31676,,,
North Lanarkshire,4,male,85 to 89,4.9591,4.60044,5.31775,,,
North Lanarkshire,4,male,90+,3.48428,2.94269,4.02587,,,
North Lanarkshire,5,female,less than 1,83.60643,83.04313,84.16973,,,
North Lanarkshire,5,female,1 to 4,82.70884,82.16303,83.25465,,,
North Lanarkshire,5,female,5 to 9,78.70884,78.16303,79.25465,,,
North Lanarkshire,5,female,10 to 14,73.74437,73.20277,74.28598,,,
North Lanarkshire,5,female,15 to 19,68.77728,68.23928,69.31528,,,
North Lanarkshire,5,female,20 to 24,63.83711,63.30505,64.36917,,,
North Lanarkshire,5,female,25 to 29,58.83711,58.30505,59.36917,,,
North Lanarkshire,5,female,30 to 34,53.89927,53.37364,54.42489,,,
North Lanarkshire,5,female,35 to 39,48.97341,48.45376,49.49305,,,
North Lanarkshire,5,female,40 to 44,44.14932,43.64057,44.65806,,,
North Lanarkshire,5,female,45 to 49,39.40016,38.90342,39.8969,,,
North Lanarkshire,5,female,50 to 54,34.59458,34.1039,35.08526,,,
North Lanarkshire,5,female,55 to 59,29.78504,29.29898,30.2711,,,
North Lanarkshire,5,female,60 to 64,25.1622,24.68485,25.63955,,,
North Lanarkshire,5,female,65 to 69,20.74558,20.28104,21.21012,,,
North Lanarkshire,5,female,70 to 74,16.58085,16.1316,17.0301,,,
North Lanarkshire,5,female,75 to 79,12.56039,12.12902,12.99176,,,
North Lanarkshire,5,female,80 to 84,8.8728,8.4527,9.2929,,,
North Lanarkshire,5,female,85 to 89,5.98009,5.54676,6.41342,,,
North Lanarkshire,5,female,90+,3.57459,3.05382,4.09535,,,
North Lanarkshire,5,male,less than 1,81.1022,80.38016,81.82424,,,
North Lanarkshire,5,male,1 to 4,80.33953,79.64599,81.03308,,,
North Lanarkshire,5,male,5 to 9,76.38125,75.69218,77.07033,,,
North Lanarkshire,5,male,10 to 14,71.41454,70.72825,72.10083,,,
North Lanarkshire,5,male,15 to 19,66.41454,65.72825,67.10083,,,
North Lanarkshire,5,male,20 to 24,61.4711,60.78869,62.1535,,,
North Lanarkshire,5,male,25 to 29,56.60092,55.92657,57.27528,,,
North Lanarkshire,5,male,30 to 34,51.88459,51.23002,52.53916,,,
North Lanarkshire,5,male,35 to 39,47.01183,46.36514,47.65851,,,
North Lanarkshire,5,male,40 to 44,42.22232,41.58465,42.85998,,,
North Lanarkshire,5,male,45 to 49,37.42158,36.78999,38.05318,,,
North Lanarkshire,5,male,50 to 54,32.68577,32.05869,33.31284,,,
North Lanarkshire,5,male,55 to 59,28.04932,27.42573,28.67291,,,
North Lanarkshire,5,male,60 to 64,23.58241,22.96255,24.20228,,,
North Lanarkshire,5,male,65 to 69,19.34942,18.73178,19.96705,,,
North Lanarkshire,5,male,70 to 74,15.65389,15.02982,16.27796,,,
North Lanarkshire,5,male,75 to 79,11.82565,11.1875,12.46381,,,
North Lanarkshire,5,male,80 to 84,9.00609,8.31085,9.70133,,,
North Lanarkshire,5,male,85 to 89,6.95861,6.10315,7.81407,,,
North Lanarkshire,5,male,90+,5.57534,4.29636,6.85433,,,
North Lanarkshire,all,female,less than 1,79.57726,79.31496,79.83956,,,
North Lanarkshire,all,female,1 to 4,78.76732,78.5173,79.01733,,,
North Lanarkshire,all,female,5 to 9,74.78378,74.53475,75.0328,,,
North Lanarkshire,all,female,10 to 14,69.82699,69.58023,70.07375,,,
North Lanarkshire,all,female,15 to 19,64.86876,64.62412,65.1134,,,
North Lanarkshire,all,female,20 to 24,59.93173,59.68997,60.17348,,,
North Lanarkshire,all,female,25 to 29,54.99438,54.75521,55.23355,,,
North Lanarkshire,all,female,30 to 34,50.1274,49.89295,50.36185,,,
North Lanarkshire,all,female,35 to 39,45.31149,45.08253,45.54045,,,
North Lanarkshire,all,female,40 to 44,40.57388,40.35217,40.79558,,,
North Lanarkshire,all,female,45 to 49,35.93624,35.72301,36.14946,,,
North Lanarkshire,all,female,50 to 54,31.37069,31.16464,31.57674,,,
North Lanarkshire,all,female,55 to 59,26.88052,26.68132,27.07972,,,
North Lanarkshire,all,female,60 to 64,22.58965,22.39922,22.78007,,,
North Lanarkshire,all,female,65 to 69,18.53728,18.35778,18.71678,,,
North Lanarkshire,all,female,70 to 74,14.74861,14.57972,14.9175,,,
North Lanarkshire,all,female,75 to 79,11.31209,11.15411,11.47007,,,
North Lanarkshire,all,female,80 to 84,8.39863,8.24822,8.54904,,,
North Lanarkshire,all,female,85 to 89,5.91318,5.75772,6.06863,,,
North Lanarkshire,all,female,90+,4.02045,3.81471,4.22619,,,
North Lanarkshire,all,male,less than 1,75.36546,75.06891,75.66202,,,
North Lanarkshire,all,male,1 to 4,74.6817,74.401,74.9624,,,
North Lanarkshire,all,male,5 to 9,70.73352,70.45526,71.01178,,,
North Lanarkshire,all,male,10 to 14,65.74658,65.46885,66.0243,,,
North Lanarkshire,all,male,15 to 19,60.77773,60.50121,61.05424,,,
North Lanarkshire,all,male,20 to 24,55.96398,55.69398,56.23398,,,
North Lanarkshire,all,male,25 to 29,51.12373,50.85866,51.3888,,,
North Lanarkshire,all,male,30 to 34,46.41966,46.16341,46.67591,,,
North Lanarkshire,all,male,35 to 39,41.76318,41.51609,42.01027,,,
North Lanarkshire,all,male,40 to 44,37.18211,36.94488,37.41934,,,
North Lanarkshire,all,male,45 to 49,32.77951,32.55417,33.00485,,,
North Lanarkshire,all,male,50 to 54,28.46717,28.25143,28.68291,,,
North Lanarkshire,all,male,55 to 59,24.19682,23.98888,24.40476,,,
North Lanarkshire,all,male,60 to 64,20.12109,19.92202,20.32016,,,
North Lanarkshire,all,male,65 to 69,16.36033,16.17175,16.5489,,,
North Lanarkshire,all,male,70 to 74,12.94806,12.76728,13.12884,,,
North Lanarkshire,all,male,75 to 79,9.91353,9.739,10.08806,,,
North Lanarkshire,all,male,80 to 84,7.34615,7.17034,7.52196,,,
North Lanarkshire,all,male,85 to 89,5.35976,5.15777,5.56175,,,
North Lanarkshire,all,male,90+,4.04944,3.73247,4.36641,,,
Orkney Islands,1,female,less than 1,81.67255,78.68254,84.66257,,,
Orkney Islands,1,female,1 to 4,80.67255,77.68254,83.66257,,,
Orkney Islands,1,female,5 to 9,76.67255,73.68254,79.66257,,,
Orkney Islands,1,female,10 to 14,71.67255,68.68254,74.66257,,,
Orkney Islands,1,female,15 to 19,66.67255,63.68254,69.66257,,,
Orkney Islands,1,female,20 to 24,61.67255,58.68254,64.66257,,,
Orkney Islands,1,female,25 to 29,56.67255,53.68254,59.66257,,,
Orkney Islands,1,female,30 to 34,52.2192,49.3975,55.0409,,,
Orkney Islands,1,female,35 to 39,47.97827,45.53702,50.41952,,,
Orkney Islands,1,female,40 to 44,42.97827,40.53702,45.41952,,,
Orkney Islands,1,female,45 to 49,38.38755,36.05715,40.71796,,,
Orkney Islands,1,female,50 to 54,33.73564,31.48471,35.98657,,,
Orkney Islands,1,female,55 to 59,29.00102,26.79189,31.21016,,,
Orkney Islands,1,female,60 to 64,24.74753,22.64387,26.85119,,,
Orkney Islands,1,female,65 to 69,20.39114,18.3566,22.42568,,,
Orkney Islands,1,female,70 to 74,16.49456,14.50552,18.4836,,,
Orkney Islands,1,female,75 to 79,13.12356,11.14965,15.09747,,,
Orkney Islands,1,female,80 to 84,10.16655,8.18013,12.15297,,,
Orkney Islands,1,female,85 to 89,7.12461,4.93452,9.31469,,,
Orkney Islands,1,female,90+,4.8,1.82493,7.77507,,,
Orkney Islands,1,male,less than 1,74.8055,71.52128,78.08973,,,
Orkney Islands,1,male,1 to 4,73.8055,70.52128,77.08973,,,
Orkney Islands,1,male,5 to 9,69.8055,66.52128,73.08973,,,
Orkney Islands,1,male,10 to 14,64.8055,61.52128,68.08973,,,
