"Table 7. Life expectancy in Scottish Parliamentary constituencies, 2016-2018",,,,,,,,
,,,,,,,,
Scottish Parliamentary Constituency,Sex,Age band,"Life Expectancy (LE, years)",LE lower confidence interval,LE upper confidence interval,,,
North East Fife,female,10 to 14,73.23469,72.57666,73.89,,,
North East Fife,female,15 to 19,68.30559,67.66173,68.95,,,
North East Fife,female,20 to 24,63.34923,62.71066,63.99,,,
North East Fife,female,25 to 29,58.41496,57.78005,59.05,,,
North East Fife,female,30 to 34,53.41496,52.78005,54.05,,,
North East Fife,female,35 to 39,48.56106,47.94622,49.18,,,
North East Fife,female,40 to 44,43.72898,43.13433,44.32,,,
North East Fife,female,45 to 49,38.87047,38.29017,39.45,,,
North East Fife,female,50 to 54,34.26281,33.70902,34.82,,,
North East Fife,female,55 to 59,29.74609,29.21726,30.27,,,
North East Fife,female,60 to 64,25.24538,24.73905,25.75,,,
North East Fife,female,65 to 69,20.86042,20.3786,21.34,,,
North East Fife,female,70 to 74,16.76216,16.3039,17.22,,,
North East Fife,female,75 to 79,13.01147,12.57537,13.45,,,
North East Fife,female,80 to 84,9.66754,9.25506,10.08,,,
North East Fife,female,85 to 89,6.99388,6.58401,7.40,,,
North East Fife,female,90+,4.52647,4.04533,5.01,,,
North East Fife,male,less than 1,79.63292,78.84612,80.42,,,
North East Fife,male,1 to 4,78.7298,77.96531,79.49,,,
North East Fife,male,5 to 9,74.7298,73.96531,75.49,,,
North East Fife,male,10 to 14,69.7298,68.96531,70.49,,,
North East Fife,male,15 to 19,64.8607,64.11655,65.60,,,
North East Fife,male,20 to 24,59.9456,59.2098,60.68,,,
North East Fife,male,25 to 29,54.96891,54.23424,55.70,,,
North East Fife,male,30 to 34,50.12587,49.40527,50.85,,,
North East Fife,male,35 to 39,45.58101,44.91102,46.25,,,
North East Fife,male,40 to 44,40.86978,40.23036,41.51,,,
North East Fife,male,45 to 49,36.2902,35.68965,36.89,,,
North East Fife,male,50 to 54,31.73834,31.16662,32.31,,,
North East Fife,male,55 to 59,27.4536,26.91777,27.99,,,
North East Fife,male,60 to 64,23.07156,22.56079,23.58,,,
North East Fife,male,65 to 69,18.97395,18.49649,19.45,,,
North East Fife,male,70 to 74,15.19094,14.7431,15.64,,,
North East Fife,male,75 to 79,11.60308,11.17566,12.03,,,
North East Fife,male,80 to 84,8.19318,7.78234,8.60,,,
North East Fife,male,85 to 89,5.87377,5.45079,6.30,,,
North East Fife,male,90+,3.65946,3.13212,4.19,,,
Orkney Islands,female,less than 1,82.06923,80.73113,83.41,,,
Orkney Islands,female,1 to 4,81.06923,79.73113,82.41,,,
Orkney Islands,female,5 to 9,77.06923,75.73113,78.41,,,
Orkney Islands,female,10 to 14,72.06923,70.73113,73.41,,,
Orkney Islands,female,15 to 19,67.06923,65.73113,68.41,,,
Orkney Islands,female,20 to 24,62.06923,60.73113,63.41,,,
Orkney Islands,female,25 to 29,57.47091,56.24505,58.70,,,
Orkney Islands,female,30 to 34,52.77922,51.62335,53.94,,,
Orkney Islands,female,35 to 39,47.91427,46.78601,49.04,,,
Orkney Islands,female,40 to 44,43.03738,41.93216,44.14,,,
Orkney Islands,female,45 to 49,38.3535,37.29914,39.41,,,
Orkney Islands,female,50 to 54,33.72721,32.71402,34.74,,,
Orkney Islands,female,55 to 59,29.48472,28.53432,30.44,,,
Orkney Islands,female,60 to 64,25.04761,24.14368,25.95,,,
Orkney Islands,female,65 to 69,20.53991,19.66928,21.41,,,
Orkney Islands,female,70 to 74,16.46545,15.63637,17.29,,,
Orkney Islands,female,75 to 79,12.68358,11.88971,13.48,,,
Orkney Islands,female,80 to 84,9.48108,8.71198,10.25,,,
Orkney Islands,female,85 to 89,6.61737,5.84274,7.39,,,
Orkney Islands,female,90+,4.57647,3.60355,5.55,,,
Orkney Islands,male,less than 1,79.08651,77.5784,80.59,,,
Orkney Islands,male,1 to 4,78.08651,76.5784,79.59,,,
Orkney Islands,male,5 to 9,74.08651,72.5784,75.59,,,
Orkney Islands,male,10 to 14,69.08651,67.5784,70.59,,,
Orkney Islands,male,15 to 19,64.27913,62.81466,65.74,,,
Orkney Islands,male,20 to 24,59.27913,57.81466,60.74,,,
Orkney Islands,male,25 to 29,54.59793,53.19348,56.00,,,
Orkney Islands,male,30 to 34,50.1717,48.86919,51.47,,,
Orkney Islands,male,35 to 39,45.87753,44.7119,47.04,,,
Orkney Islands,male,40 to 44,41.13947,40.02476,42.25,,,
Orkney Islands,male,45 to 49,36.46776,35.40729,37.53,,,
Orkney Islands,male,50 to 54,31.76598,30.73726,32.79,,,
Orkney Islands,male,55 to 59,27.47092,26.4914,28.45,,,
Orkney Islands,male,60 to 64,23.4251,22.50173,24.35,,,
Orkney Islands,male,65 to 69,19.46751,18.60197,20.33,,,
Orkney Islands,male,70 to 74,15.51035,14.68583,16.33,,,
Orkney Islands,male,75 to 79,11.66171,10.86327,12.46,,,
Orkney Islands,male,80 to 84,9.13398,8.36206,9.91,,,
Orkney Islands,male,85 to 89,6.12121,5.35515,6.89,,,
Orkney Islands,male,90+,3.54237,2.63846,4.45,,,
Paisley,female,less than 1,79.29191,78.55437,80.03,,,
Paisley,female,1 to 4,78.50953,77.81229,79.21,,,
Paisley,female,5 to 9,74.58024,73.89627,75.26,,,
Paisley,female,10 to 14,69.58024,68.89627,70.26,,,
Paisley,female,15 to 19,64.58024,63.89627,65.26,,,
Paisley,female,20 to 24,59.58024,58.89627,60.26,,,
Paisley,female,25 to 29,54.73554,54.06686,55.40,,,
Paisley,female,30 to 34,49.80232,49.13922,50.47,,,
Paisley,female,35 to 39,44.99526,44.34767,45.64,,,
Paisley,female,40 to 44,40.29958,39.67543,40.92,,,
Paisley,female,45 to 49,35.82087,35.23642,36.41,,,
Paisley,female,50 to 54,31.2929,30.7315,31.85,,,
Paisley,female,55 to 59,26.77013,26.22602,27.31,,,
Paisley,female,60 to 64,22.49922,21.97765,23.02,,,
Paisley,female,65 to 69,18.46658,17.97851,18.95,,,
Paisley,female,70 to 74,14.55978,14.10438,15.02,,,
Paisley,female,75 to 79,11.23113,10.8147,11.65,,,
Paisley,female,80 to 84,8.5005,8.12093,8.88,,,
Paisley,female,85 to 89,6.08656,5.70503,6.47,,,
Paisley,female,90+,4.1963,3.69575,4.70,,,
Paisley,male,less than 1,75.03877,74.23424,75.84,,,
Paisley,male,1 to 4,74.17226,73.38785,74.96,,,
Paisley,male,5 to 9,70.17226,69.38785,70.96,,,
Paisley,male,10 to 14,65.23094,64.45432,66.01,,,
Paisley,male,15 to 19,60.34767,59.58664,61.11,,,
Paisley,male,20 to 24,55.4458,54.69573,56.20,,,
Paisley,male,25 to 29,50.62556,49.88968,51.36,,,
Paisley,male,30 to 34,45.92823,45.21204,46.64,,,
Paisley,male,35 to 39,41.27441,40.57981,41.97,,,
Paisley,male,40 to 44,36.58119,35.90517,37.26,,,
Paisley,male,45 to 49,32.45892,31.84011,33.08,,,
Paisley,male,50 to 54,28.10598,27.51582,28.70,,,
Paisley,male,55 to 59,23.893,23.3256,24.46,,,
Paisley,male,60 to 64,19.91633,19.3711,20.46,,,
Paisley,male,65 to 69,16.19215,15.6746,16.71,,,
Paisley,male,70 to 74,12.85962,12.36929,13.35,,,
Paisley,male,75 to 79,9.80172,9.33143,10.27,,,
Paisley,male,80 to 84,7.55179,7.08801,8.02,,,
Paisley,male,85 to 89,5.46331,4.95201,5.97,,,
Paisley,male,90+,4.4188,3.61811,5.22,,,
Perthshire North,female,less than 1,82.47599,81.71396,83.24,,,
Perthshire North,female,1 to 4,81.66219,80.94346,82.38,,,
Perthshire North,female,5 to 9,77.74817,77.0487,78.45,,,
Perthshire North,female,10 to 14,72.74817,72.0487,73.45,,,
Perthshire North,female,15 to 19,67.74817,67.0487,68.45,,,
Perthshire North,female,20 to 24,63.00225,62.34588,63.66,,,
Perthshire North,female,25 to 29,58.11944,57.4822,58.76,,,
Perthshire North,female,30 to 34,53.16716,52.53627,53.80,,,
Perthshire North,female,35 to 39,48.2466,47.62441,48.87,,,
Perthshire North,female,40 to 44,43.39965,42.79372,44.01,,,
Perthshire North,female,45 to 49,38.83579,38.27169,39.40,,,
Perthshire North,female,50 to 54,34.23997,33.70331,34.78,,,
Perthshire North,female,55 to 59,29.48405,28.95992,30.01,,,
Perthshire North,female,60 to 64,25.13131,24.63667,25.63,,,
Perthshire North,female,65 to 69,20.88468,20.41974,21.35,,,
Perthshire North,female,70 to 74,16.68107,16.23681,17.13,,,
Perthshire North,female,75 to 79,13.08925,12.6726,13.51,,,
Perthshire North,female,80 to 84,9.61149,9.21729,10.01,,,
Perthshire North,female,85 to 89,6.83726,6.4425,7.23,,,
Perthshire North,female,90+,4.76045,4.268,5.25,,,
Perthshire North,male,less than 1,77.80387,76.88507,78.72,,,
Perthshire North,male,1 to 4,76.9842,76.09791,77.87,,,
Perthshire North,male,5 to 9,73.13342,72.26984,74.00,,,
Perthshire North,male,10 to 14,68.13342,67.26984,69.00,,,
Perthshire North,male,15 to 19,63.19826,62.34322,64.05,,,
Perthshire North,male,20 to 24,58.40163,57.56729,59.24,,,
Perthshire North,male,25 to 29,53.80819,53.01118,54.61,,,
Perthshire North,male,30 to 34,49.35594,48.60383,50.11,,,
Perthshire North,male,35 to 39,44.98903,44.28593,45.69,,,
Perthshire North,male,40 to 44,40.57196,39.9128,41.23,,,
Perthshire North,male,45 to 49,36.08351,35.46498,36.70,,,
Perthshire North,male,50 to 54,31.85102,31.27837,32.42,,,
Perthshire North,male,55 to 59,27.45517,26.90793,28.00,,,
Perthshire North,male,60 to 64,23.25033,22.73193,23.77,,,
Perthshire North,male,65 to 69,18.90126,18.4027,19.40,,,
Perthshire North,male,70 to 74,15.30785,14.8337,15.78,,,
Perthshire North,male,75 to 79,11.91516,11.45878,12.37,,,
Perthshire North,male,80 to 84,9.08209,8.63879,9.53,,,
Perthshire North,male,85 to 89,6.30505,5.84043,6.77,,,
Perthshire North,male,90+,4.26857,3.63613,4.90,,,
Perthshire South and Kinross-shire,female,less than 1,83.13235,82.3915,83.87,,,
Perthshire South and Kinross-shire,female,1 to 4,82.46695,81.79962,83.13,,,
Perthshire South and Kinross-shire,female,5 to 9,78.46695,77.79962,79.13,,,
Perthshire South and Kinross-shire,female,10 to 14,73.46695,72.79962,74.13,,,
Perthshire South and Kinross-shire,female,15 to 19,68.52074,67.86129,69.18,,,
Perthshire South and Kinross-shire,female,20 to 24,63.62131,62.97574,64.27,,,
Perthshire South and Kinross-shire,female,25 to 29,58.82776,58.21254,59.44,,,
Perthshire South and Kinross-shire,female,30 to 34,53.87525,53.26658,54.48,,,
Perthshire South and Kinross-shire,female,35 to 39,48.95196,48.35175,49.55,,,
Perthshire South and Kinross-shire,female,40 to 44,44.16735,43.58963,44.75,,,
Perthshire South and Kinross-shire,female,45 to 49,39.34496,38.78253,39.91,,,
Perthshire South and Kinross-shire,female,50 to 54,34.70701,34.16449,35.25,,,
Perthshire South and Kinross-shire,female,55 to 59,30.15188,29.62846,30.68,,,
Perthshire South and Kinross-shire,female,60 to 64,25.5802,25.07422,26.09,,,
Perthshire South and Kinross-shire,female,65 to 69,21.22835,20.74577,21.71,,,
Perthshire South and Kinross-shire,female,70 to 74,17.16389,16.70669,17.62,,,
Perthshire South and Kinross-shire,female,75 to 79,13.52165,13.09276,13.95,,,
Perthshire South and Kinross-shire,female,80 to 84,9.94982,9.5436,10.36,,,
Perthshire South and Kinross-shire,female,85 to 89,7.11566,6.71812,7.51,,,
Perthshire South and Kinross-shire,female,90+,4.57841,4.12342,5.03,,,
Perthshire South and Kinross-shire,male,less than 1,80.50705,79.72242,81.29,,,
Perthshire South and Kinross-shire,male,1 to 4,79.80008,79.06702,80.53,,,
Perthshire South and Kinross-shire,male,5 to 9,75.80008,75.06702,76.53,,,
Perthshire South and Kinross-shire,male,10 to 14,70.85455,70.12876,71.58,,,
Perthshire South and Kinross-shire,male,15 to 19,65.85455,65.12876,66.58,,,
Perthshire South and Kinross-shire,male,20 to 24,60.99005,60.27909,61.70,,,
Perthshire South and Kinross-shire,male,25 to 29,56.07723,55.37555,56.78,,,
Perthshire South and Kinross-shire,male,30 to 34,51.16794,50.47644,51.86,,,
Perthshire South and Kinross-shire,male,35 to 39,46.37756,45.70793,47.05,,,
Perthshire South and Kinross-shire,male,40 to 44,41.55291,40.89848,42.21,,,
Perthshire South and Kinross-shire,male,45 to 49,37.22354,36.62402,37.82,,,
Perthshire South and Kinross-shire,male,50 to 54,32.54853,31.96639,33.13,,,
Perthshire South and Kinross-shire,male,55 to 59,28.0169,27.4512,28.58,,,
Perthshire South and Kinross-shire,male,60 to 64,23.80281,23.26325,24.34,,,
Perthshire South and Kinross-shire,male,65 to 69,19.68896,19.17324,20.20,,,
Perthshire South and Kinross-shire,male,70 to 74,15.70677,15.20856,16.20,,,
Perthshire South and Kinross-shire,male,75 to 79,12.20924,11.72533,12.69,,,
Perthshire South and Kinross-shire,male,80 to 84,8.96216,8.48301,9.44,,,
Perthshire South and Kinross-shire,male,85 to 89,6.68538,6.1639,7.21,,,
Perthshire South and Kinross-shire,male,90+,4.60694,3.92043,5.29,,,
Renfrewshire North and West,female,less than 1,81.46392,80.69707,82.23,,,
Renfrewshire North and West,female,1 to 4,80.46392,79.69707,81.23,,,
Renfrewshire North and West,female,5 to 9,76.6265,75.89191,77.36,,,
Renfrewshire North and West,female,10 to 14,71.69582,70.97322,72.42,,,
Renfrewshire North and West,female,15 to 19,66.76245,66.05105,67.47,,,
Renfrewshire North and West,female,20 to 24,61.8234,61.12143,62.53,,,
Renfrewshire North and West,female,25 to 29,56.93418,56.2479,57.62,,,
Renfrewshire North and West,female,30 to 34,52.12345,51.46032,52.79,,,
Renfrewshire North and West,female,35 to 39,47.20692,46.55284,47.86,,,
Renfrewshire North and West,female,40 to 44,42.46034,41.83008,43.09,,,
Renfrewshire North and West,female,45 to 49,37.77987,37.17648,38.38,,,
Renfrewshire North and West,female,50 to 54,33.05647,32.46899,33.64,,,
Renfrewshire North and West,female,55 to 59,28.54023,27.97489,29.11,,,
Renfrewshire North and West,female,60 to 64,24.04791,23.50258,24.59,,,
Renfrewshire North and West,female,65 to 69,19.73562,19.21306,20.26,,,
Renfrewshire North and West,female,70 to 74,15.82548,15.32595,16.33,,,
Renfrewshire North and West,female,75 to 79,12.24884,11.76983,12.73,,,
Renfrewshire North and West,female,80 to 84,9.01366,8.55869,9.47,,,
Renfrewshire North and West,female,85 to 89,6.41825,5.94919,6.89,,,
Renfrewshire North and West,female,90+,4.99206,4.3757,5.61,,,
Renfrewshire North and West,male,less than 1,77.25356,76.39171,78.12,,,
Renfrewshire North and West,male,1 to 4,76.59776,75.80082,77.39,,,
Renfrewshire North and West,male,5 to 9,72.67022,71.88526,73.46,,,
Renfrewshire North and West,male,10 to 14,67.73411,66.95849,68.51,,,
Renfrewshire North and West,male,15 to 19,62.73411,61.95849,63.51,,,
Renfrewshire North and West,male,20 to 24,57.89805,57.14282,58.65,,,
Renfrewshire North and West,male,25 to 29,52.94773,52.19812,53.70,,,
Renfrewshire North and West,male,30 to 34,48.20961,47.486,48.93,,,
Renfrewshire North and West,male,35 to 39,43.53128,42.83776,44.22,,,
Renfrewshire North and West,male,40 to 44,38.93728,38.2797,39.59,,,
Renfrewshire North and West,male,45 to 49,34.36716,33.74473,34.99,,,
Renfrewshire North and West,male,50 to 54,29.90996,29.31778,30.50,,,
Renfrewshire North and West,male,55 to 59,25.48124,24.9131,26.05,,,
Renfrewshire North and West,male,60 to 64,21.33727,20.79772,21.88,,,
Renfrewshire North and West,male,65 to 69,17.35434,16.84449,17.86,,,
Renfrewshire North and West,male,70 to 74,13.75068,13.27197,14.23,,,
Renfrewshire North and West,male,75 to 79,10.51502,10.05466,10.98,,,
Renfrewshire North and West,male,80 to 84,7.56874,7.12497,8.01,,,
Renfrewshire North and West,male,85 to 89,5.46928,5.01535,5.92,,,
Renfrewshire North and West,male,90+,3.77778,3.17916,4.38,,,
Renfrewshire South,female,less than 1,81.4546,80.67928,82.23,,,
Renfrewshire South,female,1 to 4,80.69898,79.97232,81.43,,,
Renfrewshire South,female,5 to 9,76.77203,76.05895,77.49,,,
Renfrewshire South,female,10 to 14,71.77203,71.05895,72.49,,,
Renfrewshire South,female,15 to 19,66.77203,66.05895,67.49,,,
Renfrewshire South,female,20 to 24,61.77203,61.05895,62.49,,,
Renfrewshire South,female,25 to 29,56.87433,56.17426,57.57,,,
Renfrewshire South,female,30 to 34,52.0509,51.37027,52.73,,,
Renfrewshire South,female,35 to 39,47.17631,46.50892,47.84,,,
Renfrewshire South,female,40 to 44,42.28837,41.63146,42.95,,,
Renfrewshire South,female,45 to 49,37.61424,36.98376,38.24,,,
Renfrewshire South,female,50 to 54,32.89004,32.2727,33.51,,,
Renfrewshire South,female,55 to 59,28.28217,27.67802,28.89,,,
Renfrewshire South,female,60 to 64,23.98433,23.40131,24.57,,,
Renfrewshire South,female,65 to 69,19.79557,19.23754,20.35,,,
Renfrewshire South,female,70 to 74,16.1318,15.60166,16.66,,,
Renfrewshire South,female,75 to 79,12.50176,11.99163,13.01,,,
Renfrewshire South,female,80 to 84,9.46969,8.95906,9.98,,,
Renfrewshire South,female,85 to 89,6.95886,6.38503,7.53,,,
Renfrewshire South,female,90+,5.26744,4.48023,6.05,,,
Renfrewshire South,male,less than 1,76.23285,75.35926,77.11,,,
Renfrewshire South,male,1 to 4,75.4413,74.59776,76.28,,,
Renfrewshire South,male,5 to 9,71.50721,70.67287,72.34,,,
Renfrewshire South,male,10 to 14,66.56512,65.73783,67.39,,,
Renfrewshire South,male,15 to 19,61.67819,60.86442,62.49,,,
Renfrewshire South,male,20 to 24,56.67819,55.86442,57.49,,,
Renfrewshire South,male,25 to 29,52.16306,51.39411,52.93,,,
Renfrewshire South,male,30 to 34,47.56967,46.83688,48.30,,,
Renfrewshire South,male,35 to 39,42.89016,42.18663,43.59,,,
Renfrewshire South,male,40 to 44,38.12225,37.43962,38.80,,,
Renfrewshire South,male,45 to 49,33.4909,32.8369,34.14,,,
Renfrewshire South,male,50 to 54,29.06528,28.43911,29.69,,,
Renfrewshire South,male,55 to 59,24.82156,24.21691,25.43,,,
Renfrewshire South,male,60 to 64,20.69937,20.11389,21.28,,,
Renfrewshire South,male,65 to 69,16.89545,16.33665,17.45,,,
Renfrewshire South,male,70 to 74,13.41252,12.87227,13.95,,,
Renfrewshire South,male,75 to 79,10.556,10.02456,11.09,,,
Renfrewshire South,male,80 to 84,8.09298,7.54295,8.64,,,
Renfrewshire South,male,85 to 89,5.95437,5.28639,6.62,,,
Renfrewshire South,male,90+,4.96053,3.84526,6.08,,,
Rutherglen,female,less than 1,79.49229,78.78463,80.20,,,
Rutherglen,female,1 to 4,78.80622,78.15144,79.46,,,
Rutherglen,female,5 to 9,74.80622,74.15144,75.46,,,
Rutherglen,female,10 to 14,69.8604,69.2138,70.51,,,
Rutherglen,female,15 to 19,64.8604,64.2138,65.51,,,
Rutherglen,female,20 to 24,59.91335,59.27457,60.55,,,
Rutherglen,female,25 to 29,55.09398,54.47821,55.71,,,
Rutherglen,female,30 to 34,50.13051,49.51849,50.74,,,
Rutherglen,female,35 to 39,45.2803,44.6806,45.88,,,
Rutherglen,female,40 to 44,40.63545,40.06035,41.21,,,
Rutherglen,female,45 to 49,35.97439,35.42227,36.53,,,
Rutherglen,female,50 to 54,31.301,30.76577,31.84,,,
Rutherglen,female,55 to 59,26.83687,26.32288,27.35,,,
Rutherglen,female,60 to 64,22.49247,22,22.98,,,
Rutherglen,female,65 to 69,18.48015,18.01399,18.95,,,
Rutherglen,female,70 to 74,14.52415,14.08086,14.97,,,
Rutherglen,female,75 to 79,11.23196,10.82203,11.64,,,
Rutherglen,female,80 to 84,8.37325,7.99229,8.75,,,
Rutherglen,female,85 to 89,5.90893,5.52636,6.29,,,
Rutherglen,female,90+,4.17293,3.67145,4.67,,,
Rutherglen,male,less than 1,75.47184,74.69845,76.25,,,
Rutherglen,male,1 to 4,74.5283,73.76229,75.29,,,
Rutherglen,male,5 to 9,70.57899,69.81892,71.34,,,
Rutherglen,male,10 to 14,65.57899,64.81892,66.34,,,
Rutherglen,male,15 to 19,60.57899,59.81892,61.34,,,
Rutherglen,male,20 to 24,55.81162,55.07637,56.55,,,
Rutherglen,male,25 to 29,51.05483,50.34245,51.77,,,
Rutherglen,male,30 to 34,46.31063,45.62016,47.00,,,
Rutherglen,male,35 to 39,41.78481,41.12989,42.44,,,
Rutherglen,male,40 to 44,37.1521,36.51995,37.78,,,
Rutherglen,male,45 to 49,32.71081,32.11112,33.31,,,
Rutherglen,male,50 to 54,28.33759,27.76366,28.91,,,
Rutherglen,male,55 to 59,24.11466,23.56719,24.66,,,
Rutherglen,male,60 to 64,20.10452,19.5819,20.63,,,
Rutherglen,male,65 to 69,16.45126,15.95485,16.95,,,
Rutherglen,male,70 to 74,13.06018,12.584,13.54,,,
Rutherglen,male,75 to 79,9.77925,9.31236,10.25,,,
Rutherglen,male,80 to 84,7.4873,7.02139,7.95,,,
Rutherglen,male,85 to 89,5.79561,5.27384,6.32,,,
Rutherglen,male,90+,3.48454,2.79109,4.18,,,
Shetland Islands,female,less than 1,83.37181,82.27195,84.47,,,
Shetland Islands,female,1 to 4,82.37181,81.27195,83.47,,,
Shetland Islands,female,5 to 9,78.37181,77.27195,79.47,,,
Shetland Islands,female,10 to 14,73.37181,72.27195,74.47,,,
Shetland Islands,female,15 to 19,68.37181,67.27195,69.47,,,
Shetland Islands,female,20 to 24,63.37181,62.27195,64.47,,,
Shetland Islands,female,25 to 29,58.37181,57.27195,59.47,,,
Shetland Islands,female,30 to 34,53.51329,52.44618,54.58,,,
Shetland Islands,female,35 to 39,48.64267,47.60342,49.68,,,
Shetland Islands,female,40 to 44,43.7559,42.73807,44.77,,,
Shetland Islands,female,45 to 49,39.04705,38.07683,40.02,,,
Shetland Islands,female,50 to 54,34.11978,33.15816,35.08,,,
Shetland Islands,female,55 to 59,29.49004,28.56391,30.42,,,
Shetland Islands,female,60 to 64,25.30544,24.45553,26.16,,,
Shetland Islands,female,65 to 69,20.86131,20.05666,21.67,,,
Shetland Islands,female,70 to 74,16.17796,15.39437,16.96,,,
Shetland Islands,female,75 to 79,12.16139,11.42687,12.90,,,
Shetland Islands,female,80 to 84,8.59071,7.90698,9.27,,,
Shetland Islands,female,85 to 89,5.92887,5.28169,6.58,,,
Shetland Islands,female,90+,3.71134,2.97275,4.45,,,
Shetland Islands,male,less than 1,79.48165,78.1584,80.80,,,
Shetland Islands,male,1 to 4,78.69227,77.43154,79.95,,,
Shetland Islands,male,5 to 9,74.69227,73.43154,75.95,,,
Shetland Islands,male,10 to 14,69.69227,68.43154,70.95,,,
Shetland Islands,male,15 to 19,64.69227,63.43154,65.95,,,
Shetland Islands,male,20 to 24,59.85024,58.62491,61.08,,,
Shetland Islands,male,25 to 29,55.27266,54.13536,56.41,,,
Shetland Islands,male,30 to 34,50.40172,49.29012,51.51,,,
Shetland Islands,male,35 to 39,45.63402,44.56468,46.70,,,
Shetland Islands,male,40 to 44,40.73636,39.68346,41.79,,,
Shetland Islands,male,45 to 49,35.98698,34.96609,37.01,,,
Shetland Islands,male,50 to 54,31.05587,30.04185,32.07,,,
Shetland Islands,male,55 to 59,26.57772,25.59811,27.56,,,
Shetland Islands,male,60 to 64,22.69716,21.78508,23.61,,,
Shetland Islands,male,65 to 69,18.32608,17.4471,19.21,,,
Shetland Islands,male,70 to 74,14.62971,13.79112,15.47,,,
Shetland Islands,male,75 to 79,11.00562,10.194,11.82,,,
Shetland Islands,male,80 to 84,8.31303,7.52799,9.10,,,
Shetland Islands,male,85 to 89,5.46601,4.66717,6.26,,,
Shetland Islands,male,90+,3.475,2.39809,4.55,,,
"Skye, Lochaber and Badenoch",female,less than 1,82.90139,82.17946,83.62,,,
"Skye, Lochaber and Badenoch",female,1 to 4,81.90139,81.17946,82.62,,,
"Skye, Lochaber and Badenoch",female,5 to 9,77.98385,77.2795,78.69,,,
"Skye, Lochaber and Badenoch",female,10 to 14,72.98385,72.2795,73.69,,,
"Skye, Lochaber and Badenoch",female,15 to 19,68.09889,67.41167,68.79,,,
"Skye, Lochaber and Badenoch",female,20 to 24,63.20934,62.53823,63.88,,,
"Skye, Lochaber and Badenoch",female,25 to 29,58.45257,57.82252,59.08,,,
"Skye, Lochaber and Badenoch",female,30 to 34,53.505,52.8828,54.13,,,
"Skye, Lochaber and Badenoch",female,35 to 39,48.59081,47.97903,49.20,,,
"Skye, Lochaber and Badenoch",female,40 to 44,43.77379,43.18097,44.37,,,
"Skye, Lochaber and Badenoch",female,45 to 49,39.04511,38.47551,39.61,,,
"Skye, Lochaber and Badenoch",female,50 to 54,34.33446,33.78089,34.89,,,
"Skye, Lochaber and Badenoch",female,55 to 59,29.95449,29.42742,30.48,,,
"Skye, Lochaber and Badenoch",female,60 to 64,25.58909,25.08513,26.09,,,
"Skye, Lochaber and Badenoch",female,65 to 69,21.27478,20.79227,21.76,,,
"Skye, Lochaber and Badenoch",female,70 to 74,17.03151,16.56481,17.50,,,
"Skye, Lochaber and Badenoch",female,75 to 79,13.04862,12.59735,13.50,,,
"Skye, Lochaber and Badenoch",female,80 to 84,9.70644,9.27372,10.14,,,
"Skye, Lochaber and Badenoch",female,85 to 89,6.90124,6.46126,7.34,,,
"Skye, Lochaber and Badenoch",female,90+,4.42424,3.89055,4.96,,,
"Skye, Lochaber and Badenoch",male,less than 1,78.20232,77.33504,79.07,,,
"Skye, Lochaber and Badenoch",male,1 to 4,77.20232,76.33504,78.07,,,
"Skye, Lochaber and Badenoch",male,5 to 9,73.20232,72.33504,74.07,,,
"Skye, Lochaber and Badenoch",male,10 to 14,68.20232,67.33504,69.07,,,
"Skye, Lochaber and Badenoch",male,15 to 19,63.20232,62.33504,64.07,,,
"Skye, Lochaber and Badenoch",male,20 to 24,58.58071,57.7486,59.41,,,
"Skye, Lochaber and Badenoch",male,25 to 29,54.13263,53.35889,54.91,,,
"Skye, Lochaber and Badenoch",male,30 to 34,49.62075,48.90127,50.34,,,
"Skye, Lochaber and Badenoch",male,35 to 39,45.08383,44.41134,45.76,,,
"Skye, Lochaber and Badenoch",male,40 to 44,40.61708,39.99688,41.24,,,
"Skye, Lochaber and Badenoch",male,45 to 49,36.00145,35.41437,36.59,,,
"Skye, Lochaber and Badenoch",male,50 to 54,31.42054,30.85557,31.99,,,
"Skye, Lochaber and Badenoch",male,55 to 59,26.83301,26.28268,27.38,,,
"Skye, Lochaber and Badenoch",male,60 to 64,22.98636,22.46891,23.50,,,
"Skye, Lochaber and Badenoch",male,65 to 69,19.08878,18.59677,19.58,,,
"Skye, Lochaber and Badenoch",male,70 to 74,15.3612,14.88655,15.84,,,
"Skye, Lochaber and Badenoch",male,75 to 79,11.71651,11.25108,12.18,,,
"Skye, Lochaber and Badenoch",male,80 to 84,8.46371,8.00583,8.92,,,
"Skye, Lochaber and Badenoch",male,85 to 89,6.01607,5.51997,6.51,,,
"Skye, Lochaber and Badenoch",male,90+,4.0229,3.334,4.71,,,
Stirling,female,less than 1,82.5705,81.82809,83.31,,,
Stirling,female,1 to 4,81.88036,81.2001,82.56,,,
Stirling,female,5 to 9,77.88036,77.2001,78.56,,,
Stirling,female,10 to 14,72.88036,72.2001,73.56,,,
Stirling,female,15 to 19,67.93965,67.26881,68.61,,,
Stirling,female,20 to 24,63.03838,62.38063,63.70,,,
Stirling,female,25 to 29,58.16322,57.51559,58.81,,,
Stirling,female,30 to 34,53.22921,52.58731,53.87,,,
Stirling,female,35 to 39,48.34436,47.71436,48.97,,,
Stirling,female,40 to 44,43.48064,42.86309,44.10,,,
Stirling,female,45 to 49,38.71575,38.11654,39.31,,,
